             UB              LB           Time(s)
            904             542               0.4
            904             672               0.5
            904             674               0.5
            904             700               0.7
            904             717               0.8
            904             719               1.6
            858             719               2.1
            858             720               2.5
            856             720               4.8
            856             721               5.1
            856             722               8.4
            856             723               9.3
            856             724               9.8
            856             725              10.6
            856             726              11.2
            856             727              11.5
            856             728              11.9
            856             730              12.4
            856             731              12.5
            856             732              12.6
            856             733              12.7
            856             734              14.9
            856             736              15.4
            856             737              16.5
            855             737              90.9
            851             737             117.4
            790             737             121.8
            759             737             122.7
            758             737             129.1
            757             737             129.7
            755             737             131.2
            754             737             133.6
            754             738             137.8
            753             738             139.8
            752             738             144.2
            752             739             206.1
            752             740             598.5
            751             740             670.7
            751             741             932.0
            751             742            1756.1
            751             743            2497.7

../solutions/ILP2/R06_12_05_01         742.833             743             751             736              15         0.01065        3600.008               0

