             UB              LB           Time(s)
            885             629               0.1
            885             673               0.2
            885             674               0.2
            885             676               0.3
            885             677               1.8
            885             679               6.7
            885             680               7.3
            885             681               7.6
            885             682               7.9
            885             683               8.8
            885             684              11.3
            885             685              15.7
            885             686              29.2
            885             687              30.6
            885             688              44.8
            885             689              44.9
            885             690              49.3
            885             691              52.2
            885             692              56.3
            885             693              61.0
            885             694              68.9
            849             694              89.5
            849             695              93.0
            849             696             101.0
            849             697             128.7
            849             698             208.5
            849             699             547.8
            849             700             635.0
            849             701             757.0
            849             702             910.6
            849             703            1085.1
            849             704            1305.2
            849             705            1599.6
            849             706            1987.9
            849             707            2484.9
            849             708            3044.0

../solutions/ILP2/R08_12_02_10         707.828             708             849             809               4         0.16608        3600.007               0

