             UB              LB           Time(s)
            752             564               0.0
            752             593               0.0
            752             595               0.1
            752             604               0.1
            744             604               0.4
            727             604               0.4
            671             604               0.5
            604             604               0.7

../solutions/ILP2/R08_08_02_00         604.000             604             604             604              28         0.00000           0.695               1

