             UB              LB           Time(s)
           1132             601               2.0
           1132             724               2.3
           1132             726               2.6
           1132             727               9.6
           1132             728              36.2
           1132             729              36.9
           1132             731              38.2
           1132             732              39.8
           1132             733              40.5
           1132             734              41.7
           1132             736              43.2
           1132             737              43.5
           1132             738              44.8
           1132             740              45.2
           1132             742              46.5
           1132             743              46.7
           1132             744              46.9
           1132             745              48.0
           1132             746              50.2
           1132             747              51.0
           1132             748              52.5
           1132             751              53.6
           1132             753              55.1
           1132             754              55.3
           1132             755              58.0
           1132             756              61.5
           1132             757              63.2
           1132             758              63.7
           1132             759              75.5
           1132             760              79.7
           1132             761              83.6
           1132             762              91.2
           1132             763              94.7
           1132             765              95.9
           1132             766              96.2
           1132             767              97.2
           1132             768             100.0
           1132             769             101.1
           1132             770             102.4
           1132             771             105.5
           1132             772             109.1
           1132             773             121.6
           1132             774             131.1
           1132             775             133.2
           1132             776             138.6
           1132             777             157.2
           1132             778             161.3
           1132             779             169.8
           1132             780             201.7
           1132             781             204.3
           1132             782             208.3
           1132             783             209.8
           1132             784             213.4
           1132             785             216.7
           1132             786             219.0
           1132             789             221.1
           1132             790             223.4
           1132             791             270.8
           1132             792             372.9
           1132             793             580.7
           1132             794             931.5
           1132             795            2429.2
           1132             796            2541.0
           1132             797            2815.8
           1132             798            3159.9
           1132             799            3394.7

../solutions/ILP2/R09_20_04_20         798.211             799            1132            1132               0         0.29417        3600.012               0

