             UB              LB           Time(s)
            622             366               0.0
            622             456               0.1
            622             460               0.1
            622             462               0.1
            622             472               0.2
            622             473               0.2
            622             476               0.2
            622             478               0.3
            619             478               0.7
            619             479               1.1
            619             484               1.4
            619             485               3.2
            619             486               4.3
            619             487               4.5
            619             488               4.8
            619             490               5.1
            619             491               5.4
            619             492               5.6
            619             493               6.6
            619             494               7.1
            619             495               7.1
            619             496               7.3
            619             497               7.4
            619             498               7.8
            619             499               8.1
            619             500               8.2
            619             501               8.3
            619             502               8.7
            617             502               8.7
            617             503               8.8
            617             504              10.0
            617             505              10.0
            617             506              10.2
            617             507              10.7
            617             508              11.4
            617             509              11.5
            617             510              11.8
            617             511              12.2
            617             512              12.2
            617             513              12.5
            617             514              13.1
            617             515              13.7
            617             516              14.6
            617             517              15.4
            617             518              15.7
            617             519              16.9
            617             520              17.6
            617             521              17.9
            617             522              18.8
            617             523              19.5
            612             523              40.6
            594             523              40.9
            588             523              42.2
            567             523              44.0
            567             524              50.9
            561             524              57.8
            561             525              66.2
            555             525              71.4
            549             525              73.2
            549             526              83.8
            549             527             104.5
            549             528             126.3
            549             529             146.3
            549             530             168.4
            549             531             183.6
            549             532             194.1
            549             533             202.7
            549             534             212.5
            549             535             224.7
            549             536             234.7
            549             537             247.0
            549             538             258.4
            549             539             269.8
            549             540             281.3
            549             541             291.5
            549             542             300.2
            549             543             305.4
            549             544             308.3
            549             545             312.2
            549             546             315.2
            549             547             318.0
            549             548             321.1
            549             549             322.4

../solutions/ILP2/R05_10_01_00         549.000             549             549             549              12         0.00000         322.354               1

