             UB              LB           Time(s)
           1048             719               0.2
           1048             785               0.2
           1025             785               1.0
           1025             786               1.3
           1025             787               1.9
           1025             789               2.0
           1014             789              21.5
            939             789              50.1
            919             789             272.0
            839             789            1250.0
            825             789            1257.0
            812             789            1286.8
            809             789            1328.0
            809             790            2049.1

../solutions/ILP2/R08_15_03_00         789.783             790             809             809              66         0.02349        3600.018               0

