             UB              LB           Time(s)
            671             473               0.1
            671             565               0.1
            671             583               0.2
            671             584               0.2
            671             590               0.2
            671             592               0.2
            671             593               0.9
            671             594               4.4
            671             595               5.7
            656             595              13.8
            656             596              14.3
            656             597              45.0
            638             597              81.4
            638             598             101.5
            629             598             155.6
            629             599             163.1
            627             599             166.8
            625             599             183.2
            625             600             260.6
            625             601             280.6
            625             602             295.1
            625             603             318.1
            625             604             358.6
            625             605             403.1
            625             606             445.3
            625             607             503.7
            625             608             565.9
            625             609             634.1
            625             610             719.6
            625             611             798.3
            625             612             904.6
            625             613            1028.4
            625             614            1146.2
            625             615            1247.2
            625             616            1346.7
            625             617            1434.8
            625             618            1506.6
            625             619            1570.9
            625             620            1618.7
            625             621            1652.9
            625             622            1677.1
            625             623            1687.8
            625             624            1691.8
            625             625            1692.9

../solutions/ILP2/R09_10_02_02         625.000             625             625             607               9         0.00000        1692.916               1

