             UB              LB           Time(s)
            557             397               0.1
            557             424               0.1
            557             425               0.7
            557             426               0.9
            557             429               1.2
            557             430               1.7
            557             431               1.7
            557             432               3.1
            557             434               3.4
            557             435               3.4
            557             436               3.6
            556             436               4.9
            556             437               5.9
            537             437               6.4
            537             438               6.8
            535             438               6.9
            535             439               7.3
            533             439               7.4
            519             439               7.9
            519             440               7.9
            519             441               8.2
            519             443               8.9
            519             444               9.0
            508             444               9.1
            508             445               9.2
            504             445               9.2
            504             448               9.5
            504             449               9.5
            504             450              10.3
            504             451              10.5
            504             452              10.8
            504             453              11.4
            504             454              11.5
            491             454              11.5
            491             455              11.6
            491             456              11.7
            491             457              11.8
            491             458              11.8
            491             459              12.4
            491             460              13.6
            491             461              14.4
            491             462              16.8
            477             462              18.6
            477             463              19.7
            477             464              20.8
            477             465              24.6
            475             465              26.2
            475             466              27.5
            475             467              32.6
            475             468              35.6
            475             469              38.3
            475             470              44.2
            475             471              47.4
            475             472              51.2
            475             473              52.9
            475             474              53.5
            475             475              53.7

../solutions/ILP2/R07_08_04_02         475.000             475             475             461               7         0.00000          53.687               1

