             UB              LB           Time(s)
            568             416               0.0
            568             461               0.0
            470             461               0.2
            468             461               0.3
            468             462               0.3
            468             463               0.3
            467             463               0.4
            467             464               0.4
            467             465               0.4
            467             466               0.5
            467             467               0.5

../solutions/ILP2/R08_06_02_01         467.000             467             467             462               5         0.00000           0.460               1

