             UB              LB           Time(s)
            904             542               0.1
            904             672               0.1
            904             674               0.2
            904             686               0.2
            904             691               0.3
            904             692               0.3
            904             705               0.3
            904             707               0.7
            904             712               0.9
            904             721               1.0
            852             721               1.2
            852             722               1.7
            852             723               3.5
            852             726               3.9
            849             726               4.8
            849             728               5.0
            849             729               6.7
            849             730               7.2
            849             731               8.6
            849             733               9.6
            849             734               9.8
            815             734               9.9
            815             735              10.0
            815             736              10.0
            789             736              10.2
            775             736              10.5
            756             736              13.1
            743             736              19.3
            736             736              20.3

../solutions/ILP2/R06_12_03_00         736.000             736             736             736              54         0.00000          20.317               1

