             UB              LB           Time(s)
            801             529               0.1
            801             661               0.1
            801             667               0.1
            801             668               0.4
            801             669               0.7
            789             669               0.9
            789             670               1.0
            789             671               1.8
            784             671               2.4
            784             672               5.4
            784             673               6.6
            784             674               7.0
            784             675               8.0
            761             675               8.7
            761             676               9.7
            761             677              11.0
            761             678              12.6
            761             679              15.3
            761             680              16.6
            761             681              19.1
            761             682              23.8
            761             683              26.2
            761             684              31.0
            761             685              36.3
            761             686              44.5
            761             687              52.9
            761             688              66.5
            761             689              76.9
            761             690              88.1
            761             691             164.8
            761             692             172.3
            761             693             176.4
            761             694             182.9
            761             695             189.9
            761             696             196.2
            761             697             204.1
            761             698             216.3
            761             699             230.0
            761             700             241.7
            761             701             262.2
            761             702             280.8
            761             703             304.6
            761             704             326.2
            761             705             348.5
            761             706             374.4
            761             707             403.9
            761             708             431.8
            761             709             470.0
            761             710             497.7
            761             711             538.7
            761             712             576.0
            761             713             616.9
            761             714             664.1
            761             715             711.7
            761             716             764.5
            761             717             814.1
            761             718             866.0
            761             719             922.3
            761             720             975.9
            761             721            1033.5
            761             722            1091.6
            761             723            1147.0
            761             724            1214.1
            761             725            1278.1
            761             726            1341.7
            761             727            1402.7
            761             728            1477.5
            761             729            1548.0
            761             730            1615.2
            761             731            1681.0
            761             732            1751.5
            761             733            1809.9
            761             734            1868.3
            761             735            1929.2
            761             736            1985.5
            761             737            2041.5
            761             738            2089.8
            761             739            2133.2
            761             740            2173.0
            761             741            2213.0
            761             742            2251.7
            761             743            2281.2
            761             744            2305.6
            761             745            2324.0
            761             746            2343.1
            761             747            2356.5
            761             748            2367.5
            761             749            2377.1
            761             750            2383.9
            761             751            2388.4
            761             752            2396.8
            761             753            2400.3
            761             754            2402.9
            761             755            2404.5
            761             756            2405.7
            761             757            2406.7
            761             758            2407.5
            761             759            2408.0
            761             760            2408.3
            761             761            2408.5

../solutions/ILP2/R06_08_02_20         761.000             761             761             701               3         0.00000        2408.498               1

