             UB              LB           Time(s)
            501             410               0.0
            501             430               0.1
            501             464               0.1
            501             466               0.1
            496             466               0.2
            486             466               0.4
            486             467               0.6
            486             468               0.9
            486             469               1.1
            486             470               1.2
            486             471               1.4
            486             472               1.5
            486             473               1.6
            486             474               1.6
            486             475               1.8
            486             476               2.0
            486             477               2.1
            486             478               2.2
            486             479               2.3
            486             480               2.4
            486             481               2.5
            486             482               2.6
            486             483               2.6
            486             484               2.6
            486             485               2.6
            486             486               2.6

../solutions/ILP2/R05_06_04_05         486.000             486             486             466               4         0.00000           2.642               1

