             UB              LB           Time(s)
           1140             665               1.9
           1140             829               2.2
           1140             830               2.5
           1140             831               3.3
           1140             834               3.7
           1140             836               3.9
           1140             837              58.1
           1140             838            1493.2
           1140             839            2706.3
           1137             839            3104.2

../solutions/ILP2/R06_20_04_02         838.583             839            1137            1135               1         0.26209        3600.010               0

