             UB              LB           Time(s)
            751             556               0.1
            751             617               0.2
            751             643               0.3
            751             644               0.3
            751             645               0.3
            751             646               0.4
            751             653               0.4
            751             654               0.5
            751             655               0.8
            751             656               1.3
            751             657               2.5
            751             658               3.3
            751             659              25.1
            751             660              39.4
            734             660              44.7
            734             661              54.9
            734             662              76.7
            734             663             105.1
            734             664             135.8
            734             665             176.8
            734             666             277.6
            734             667             293.3
            734             668             320.6
            734             669             345.9
            734             670             384.4
            734             671             454.1
            734             672             543.0
            734             673             699.2
            734             674             922.1
            734             675            1213.4
            726             675            1379.5
            724             675            1382.4
            724             676            1634.8
            724             677            2158.4
            724             678            2971.7

../solutions/ILP2/R09_12_01_01         677.725             678             724             719               5         0.06354        3600.010               0

