             UB              LB           Time(s)
            495             386               0.0
            495             399               0.0
            495             403               0.1
            495             405               0.1
            447             405               0.3
            447             407               0.3
            447             408               0.4
            447             412               0.4
            447             417               0.4
            447             418               0.5
            447             421               0.6
            447             422               0.7
            447             423               0.7
            447             427               0.7
            447             431               0.8
            438             431               0.8
            438             432               0.8
            437             432               0.8
            436             432               0.9
            435             432               1.0
            435             433               1.1
            435             434               1.2
            435             435               1.3

../solutions/ILP2/R07_06_03_01         435.000             435             435             430               5         0.00000           1.317               1

