             UB              LB           Time(s)
            885             629               0.2
            885             674               0.3
            885             676               0.3
            885             677               2.6
            869             677               3.6
            869             679              11.2
            869             680              11.9
            869             681              12.3
            869             682              13.6
            869             683              24.5
            869             684              38.1
            869             685              49.9
            869             686              52.7
            869             687              57.4
            869             688              77.1
            869             689              91.3
            869             690             100.8
            869             691             120.0
            869             692             149.6
            869             693             165.2
            869             694             196.0
            869             695             220.7
            869             696             253.4
            869             697             558.1
            869             698             571.5
            869             699             594.0
            869             700             616.7
            869             701             659.2
            869             702             693.0
            869             703             752.7
            869             704             868.4
            869             705             953.4
            869             706            1142.0
            869             707            1329.8
            869             708            1525.3
            869             709            1841.5
            869             710            2128.0
            869             711            2617.0
            869             712            3185.4

../solutions/ILP2/R08_12_03_20         711.727             712             869             809               3         0.18067        3600.008               0

