             UB              LB           Time(s)
            590             375               0.1
            590             448               0.1
            590             449               0.2
            590             453               0.3
            590             455               0.3
            590             457               1.1
            575             457               1.4
            534             457               1.9
            524             457               2.0
            514             457               2.3
            514             458               2.7
            514             460               2.9
            514             461               3.5
            514             462               5.3
            514             466               5.5
            514             471               5.5
            514             473               5.6
            514             474               5.8
            514             475               5.9
            514             476               6.2
            514             477               6.3
            514             482               6.4
            514             486               6.5
            514             489               6.7
            514             490               7.0
            514             491               7.1
            514             499               7.3
            514             500               7.6
            514             501               8.0
            514             502              14.5
            514             503              24.3
            512             503              31.0
            512             504              33.9
            512             505              51.3
            512             506              60.7
            512             507              75.8
            512             508              93.4
            512             509             119.0
            512             510             133.6
            512             511             140.6
            512             512             142.0

../solutions/ILP2/R05_08_08_02         512.000             512             512             500               6         0.00000         141.995               1

