             UB              LB           Time(s)
            557             397               0.1
            557             424               0.1
            557             427               0.5
            557             429               0.5
            557             431               0.5
            557             432               0.5
            557             434               0.8
            557             435               0.9
            557             438               1.0
            556             438               1.1
            556             440               1.3
            556             441               1.3
            556             442               4.1
            556             443               5.7
            556             444               6.2
            556             445               8.1
            521             445               9.0
            521             446               9.3
            506             447               9.6
            506             448               9.7
            506             449               9.9
            506             450              10.2
            506             451              10.9
            506             452              11.7
            506             453              12.2
            506             454              12.4
            506             455              12.9
            504             455              13.4
            504             456              13.8
            504             457              14.4
            504             458              15.4
            504             459              16.2
            504             460              16.6
            504             461              17.0
            504             462              19.7
            501             462              20.7
            501             463              25.3
            496             463              27.4
            496             464              28.6
            496             465              33.0
            496             466              37.6
            496             467              43.4
            496             468              47.6
            496             469              52.8
            496             470              58.2
            496             471              65.5
            496             472              70.8
            496             473              78.6
            496             474              86.5
            496             475              94.3
            496             476             104.0
            496             477             111.7
            496             478             118.9
            496             479             124.1
            496             480             131.2
            496             481             138.3
            496             482             144.0
            496             483             152.2
            496             484             159.4
            496             485             165.7
            496             486             170.9
            496             487             175.7
            496             488             182.1
            496             489             185.7
            496             490             189.2
            496             491             190.9
            496             492             192.0
            496             493             192.9
            496             494             193.5
            496             495             193.9
            496             496             194.3

../solutions/ILP2/R07_08_03_05         496.000             496             496             461               7         0.00000         194.260               1

