             UB              LB           Time(s)
            998             650               0.2
            998             782               0.2
            998             783               0.3
            998             784               0.3
            998             786               0.3
            998             787               0.4
            979             787               2.8
            979             788               5.7
            979             789               5.7
            979             792               6.0
            979             793               6.3
            979             794              11.9
            979             795              20.2
            974             795              23.9
            974             796              30.3
            974             797              30.6
            974             798              34.8
            974             799              39.9
            974             800              44.0
            974             801              54.7
            972             801              56.7
            953             801              98.7
            953             802             117.2
            953             803             120.7
            953             804             123.7
            953             805             129.4
            953             806             135.9
            953             807             141.0
            953             808             144.9
            953             809             150.6
            953             810             156.1
            953             811             164.0
            811             811             202.8

../solutions/ILP2/R06_15_03_00         811.000             811             811             811              71         0.00000         202.819               1

