             UB              LB           Time(s)
            801             529               0.1
            750             529               0.1
            750             661               0.1
            750             667               0.2
            684             667               0.8
            684             668               0.8
            684             669               1.5
            682             669               2.9
            678             669               2.9
            678             670               3.6
            677             670               6.3
            676             670               7.9
            675             670              11.9
            675             671              17.0
            675             672              26.4
            675             673              40.6
            675             674              54.6
            675             675              56.4

../solutions/ILP2/R06_08_08_01         675.000             675             675             669               6         0.00000          56.361               1

