             UB              LB           Time(s)
            980             505               0.1
            980             641               0.2
            980             649               0.3
            980             650               0.3
            980             655               0.4
            980             656               0.8
            947             656               0.8
            945             656               2.1
            889             656               2.3
            889             657               2.5
            889             658               3.8
            889             660               4.0
            889             661               4.2
            889             662               4.3
            889             663               4.6
            889             664               4.8
            889             665               5.5
            889             666               5.8
            889             667               6.3
            889             668               9.0
            889             669               9.6
            889             670              10.7
            889             672              11.3
            889             673              12.1
            889             674              13.4
            889             675              14.2
            889             676              14.9
            889             677              15.2
            889             679              15.6
            889             680              15.7
            885             680              16.0
            885             684              20.9
            885             685              21.5
            866             685              27.2
            866             686              33.6
            859             686              39.9
            859             687              43.3
            859             688              52.2
            859             689              59.1
            859             690              64.8
            859             691              71.4
            859             692              83.0
            850             692             137.9
            836             692             139.9
            836             693             159.2
            836             694             163.4
            836             695             168.0
            836             696             169.5
            836             697             173.2
            836             698             178.8
            836             699             187.8
            836             700             195.6
            836             701             206.6
            836             702             220.3
            836             703             231.2
            836             704             242.7
            836             705             252.1
            836             706             272.2
            836             707             285.5
            836             708             311.8
            826             708             336.8
            826             709             351.1
            826             710             374.2
            826             711             407.1
            826             712             451.1
            826             713             515.7
            817             713             546.9
            817             714             666.2
            817             715             837.4
            817             716            1049.2
            817             717            1847.1
            816             717            2425.9

../solutions/ILP2/R05_15_02_00         716.015             717             816             816              41         0.12132        3600.013               0

