             UB              LB           Time(s)
            998             650               2.3
            998             782               2.6
            998             783               3.0
            998             784               3.0
            998             786               3.1
            998             787               3.7
            998             788               5.5
            998             789               6.2
            998             792               9.6
            998             793               9.6
            998             794             281.2
            998             795            1128.2
            998             796            2005.5
            998             797            3326.4

../solutions/ILP2/R06_15_15_10         796.248             797             998             998               0         0.20140        3600.863               0

