             UB              LB           Time(s)
            689             437               0.4
            689             475               0.5
            689             476               0.5
            689             483               0.6
            689             485               0.6
            689             497               0.7
            689             499               0.7
            689             502               0.7
            689             503               1.7
            689             504               9.2
            689             505              12.0
            689             506              46.1
            689             507              57.2
            689             508              88.9
            689             509              95.2
            689             510             129.8
            689             511             141.7
            689             512             155.4
            689             513             174.4
            689             514             204.9
            689             515             238.2
            689             516             265.7
            689             517             301.4
            689             518             359.7
            689             519             616.1
            689             520             640.9
            689             521             656.9
            689             522             689.6
            689             523             755.7
            689             524             801.1
            689             525             863.8
            689             526            1000.6
            689             527            1093.6
            689             528            1207.3
            689             529            1324.3
            689             530            1498.8
            689             531            1695.5
            689             532            1916.2
            689             533            2207.3
            689             534            2532.6
            689             535            2878.2
            689             536            3253.0

../solutions/ILP2/R07_12_05_20         535.789             536             689             689               0         0.22206        3600.007               0

