             UB              LB           Time(s)
            752             564               0.1
            752             593               0.1
            752             595               0.2
            752             604               0.3
            752             605               1.9
            752             606               4.8
            752             607              13.9
            726             607              18.0
            726             608              21.1
            724             608              22.6
            724             609              26.2
            724             610              33.2
            724             611              41.4
            724             612              46.9
            724             613              55.7
            724             614              67.7
            724             615              73.5
            724             616              77.7
            724             617             106.4
            724             618             106.9
            724             619             108.0
            724             620             111.9
            724             621             114.0
            724             622             117.2
            724             623             118.7
            724             624             122.1
            724             625             130.2
            724             626             134.8
            724             627             151.6
            724             628             163.7
            724             629             175.7
            724             630             189.3
            724             631             206.4
            724             632             509.1
            724             633             552.5
            724             634             606.2
            724             635             651.7
            724             636             726.1
            724             637             812.2
            724             638             896.4
            724             639             987.5
            724             640            1109.8
            724             641            1229.0
            724             642            1420.7
            724             643            1554.8
            724             644            1682.6
            724             645            1830.2
            724             646            1962.8
            724             647            2156.3
            724             648            2343.9
            724             649            2600.7
            724             650            2824.9
            724             651            3123.6
            724             652            3455.9

../solutions/ILP2/R08_08_08_20         651.389             652             724             604               6         0.09945        3600.005               0

