             UB              LB           Time(s)
            872             543               0.0
            872             655               0.1
            872             659               0.1
            872             660               0.1
            872             689               0.1
            872             691               0.1
            872             703               0.2
            872             706               0.2
            872             708               0.2
            872             712               0.4
            872             716               0.4
            872             721               0.6
            872             722               0.6
            872             723               0.7
            872             724               0.8
            872             725               0.8
            872             726               1.1
            872             727               1.3
            872             728               1.9
            872             729               2.7
            872             730               4.3
            872             731               5.9
            872             732               6.9
            872             733              10.2
            872             734              12.2
            872             735              13.8
            872             736              17.4
            872             737              21.8
            872             738              28.9
            872             739              35.3
            872             740              41.6
            872             741              48.3
            872             742             100.1
            872             743             104.1
            872             744             109.7
            872             745             110.8
            872             746             114.0
            872             747             119.2
            872             748             122.1
            872             749             126.2
            872             750             130.1
            872             751             134.7
            872             752             142.4
            872             753             147.1
            872             754             155.9
            872             755             167.8
            872             756             188.7
            872             757             210.5
            872             758             236.0
            872             759             273.6
            872             760             306.8
            872             761             344.4
            872             762             381.7
            872             763             441.2
            872             764             494.9
            851             764             561.4
            851             765             569.1
            851             766             639.3
            851             767             732.6
            851             768             840.1
            851             769             952.4
            851             770            1055.4
            851             771            1187.2
            851             772            1353.4
            851             773            1521.8
            851             774            1703.3
            851             775            1891.9
            851             776            2110.4
            851             777            2353.1
            851             778            2604.0
            838             778            2755.3
            838             779            2879.8
            838             780            3130.1
            838             781            3409.6

../solutions/ILP2/R06_10_01_20         780.703             781             838             818               1         0.06802        3600.005               0

