             UB              LB           Time(s)
            797             582               0.1
            797             597               0.2
            797             603               0.2
            797             606               0.2
            797             607               0.3
            797             608               0.3
            797             609               0.3
            797             613               0.3
            797             614               0.3
            797             619               0.5
            797             622               1.0
            797             623               1.3
            778             623               2.2
            778             624               7.3
            778             625              21.8
            778             626              37.7
            778             627              61.3
            778             628              93.1
            778             629             168.1
            777             629             174.6
            767             629             177.5
            757             629             178.2
            757             630             179.1
            757             631             185.3
            757             632             187.2
            757             633             189.7
            757             634             202.3
            757             635             206.1
            757             636             231.6
            757             637             243.2
            757             638             273.3
            757             639             330.1
            757             640             362.9
            757             641             446.6
            757             642             516.0
            757             643             610.0
            757             644             733.7
            757             645             871.0
            757             646            1045.5
            757             647            1220.9
            757             648            1479.3
            757             649            1760.9
            757             650            2137.3
            757             651            2576.1
            757             652            3003.5
            757             653            3546.4

../solutions/ILP2/R08_10_03_10         652.070             653             757             657              10         0.13738        3600.006               0

