             UB              LB           Time(s)
            904             542               0.2
            904             674               0.3
            904             702               0.4
            904             705               0.4
            904             710               0.5
            904             718               0.5
            904             719               0.5
            904             720               1.4
            904             721               1.4
            904             722               6.4
            904             723               7.7
            904             724               8.1
            904             726               9.1
            904             727              10.5
            904             728              11.0
            904             729              11.3
            904             730              14.4
            904             731              17.0
            904             732              17.1
            904             733              17.1
            904             734              21.8
            904             737              28.4
            904             738              33.5
            904             739              35.3
            904             740              49.4
            882             740             139.2
            866             740             167.7
            866             741             182.6
            861             741             494.8
            861             742             509.6
            861             743             525.8
            861             744             546.0
            861             745             576.4
            861             746             668.5
            861             747             769.2
            861             748             889.0
            861             749            1093.8
            861             750            1330.6
            861             751            1615.0
            861             752            1993.7
            861             753            2391.5
            861             754            2923.3
            861             755            3600.0

../solutions/ILP2/R06_12_03_10         754.008             755             861             781               8         0.12311        3600.008               0

