             UB              LB           Time(s)
            568             416               0.0
            568             461               0.1
            568             462               0.4
            467             462               0.4
            467             463               0.5
            467             464               0.6
            467             465               0.8
            467             466               0.8
            467             467               0.9

../solutions/ILP2/R08_06_03_01         467.000             467             467             462               5         0.00000           0.898               1

