             UB              LB           Time(s)
            916             524               0.5
            916             611               0.6
            916             620               0.7
            916             621               0.7
            916             624               0.9
            916             628               0.9
            916             631               1.0
            916             633               2.9
            916             634               9.1
            916             636              14.4
            910             636              30.4
            893             636              56.1
            892             636              72.5
            877             636              80.4
            877             637              80.9
            877             638              99.9
            877             639             102.9
            877             640             135.3
            877             641             144.5
            877             642             158.2
            877             643             190.5
            877             644             220.6
            873             644             244.9
            873             645             280.2
            873             646             313.6
            873             647             387.9
            873             648             478.1
            873             649             483.8
            873             650             696.2
            873             651             962.1
            873             652            1192.8
            873             653            1840.3
            873             654            2795.1

../solutions/ILP2/R07_15_03_02         653.400             654             873             855               9         0.25086        3600.012               0

